#TYPE Selected.Microsoft.Online.Administration.Group
"ObjectId","EmailAddress"
"9c22b501-f7d7-452b-978d-383d51e81799","eques.fiz@vistra.com"
"1ab41603-4e2d-41da-b24e-8d9dcf4b21d4","opti.fiz@vistra.com"
"a1c57077-2e0a-497d-8bbf-4ba4261f0b73","coyote.invoices@vistra.com"
"cc9b9145-a92b-408a-9d18-989e4f0ea893","ipopema.fiz.a@vistra.com"
"ace40531-76a5-44c7-bbe8-afac97f879e6","radapracownikow@vistra.com"
"0b975dbb-1740-48d9-b854-c9c30bfb7e0d","bps.fiz@vistra.com"
"2b9ae97e-6f1a-4f93-bb34-3c970c8adb9c","ipopema.fiz@vistra.com"
"2f72a09d-8aa1-4474-b370-319d3b211081","mmprime.fiz@vistra.com"
"6ed1445b-69b2-4f2f-9a9c-71691568c563","mmprime@vistra.com"
"fb0f3814-f64a-4e5a-a92d-785b58816501","ultimo.fiz@vistra.com"
"be60cc21-be35-48f7-92ad-ec15d47c557b","raiffeisen.fiz@vistra.com"
"b41a7696-ce1d-4c0d-8eda-a0eb64e0f383","ultimo.fiz.pay@vistra.com"
"64adc7af-7e6e-4ed3-b28a-2db399becc40","llsoffice@llsuk.com"
"ac9c5d90-af1f-4aaf-a49c-db7336cbf16d","groupcontracts-warsaw.cee@vistra.com"
"effbad33-ac88-4875-a483-d0927c49da74","vestas_pl@vistra.com"
"81b188c7-7108-4f95-9006-c0f4dfc38e86","vestas_nl@vistra.com"
"63aeca69-5ff9-46a4-948d-22f73f22c207","epf_pl_corporate@vistra.com"
"43a8bc9f-53d6-4e65-97a6-ee2dd8b0f180","epf_pl_accounting@vistra.com"
"e7c063fe-618b-4874-8da3-718036f1b811","vestas_lux@vistra.com"
"0e6e1d38-0032-4122-9e49-427ca41eb2cf","edgeconnex@vistra.com"
"02c3487b-8a3a-42a3-9e69-ab1c1f117384","office.vfsp@vistra.com"
"4968e367-1db5-4f3e-a737-d904d48c52d4","intrum@vistra.com"
"d2f27ae7-cef2-4ce3-b16a-a2c4246b768c","invoices.anl@vistra.com"
"a40c089e-6d09-4266-86bc-d18cec79aa8e","trigon.fiz@vistra.com"
"eddffbdc-6de9-4295-a6db-0e27acdc64d3","fincrea.fiz@vistra.com"
"6de29506-661c-427a-96ec-90a3c6a598a4","ib.fiz@vistra.com"
"7c8ee9d3-2687-4e14-9e74-ebf6d35c5168","ipopema.fiz.limits@vistra.com"
"fc8ec21d-51b8-4c98-bff0-8078a7000518","moneymakers.fiz@vistra.com"
"22e9fd54-c544-407a-92a4-6c3b65cd70c9","Corum.fiz@vistra.com"
"95a4c9d7-03e9-449b-92f9-c05266700209","bgk.fiz@vistra.com"
"0af45718-19e6-4df6-8f72-f595645c5d9a","pocztowy.am@vistra.com"
"898cf63b-0a15-40df-9ffc-440fbdb947ca","bps.fiz.pay@vistra.com"
"8d69657e-da18-49b6-871b-023c3ac6a48a","moneymakers.fiz.pay@vistra.com"
"3fc1361e-153a-4281-9ba2-83c8c10710d1","rockbridge.fiz.pay@vistra.com"
"4eb3668d-2272-461f-9d15-79fb4d37572b","hillwood2@vistra.com"
"db307332-8794-4d54-850b-379dd3186f91","mszczonow.p3@vistra.com"
"fd7ebdc5-58e9-4e34-83a4-8971533160d3","poznan.p3@vistra.com"
"a238dc64-3b2a-4397-9b5b-6cfc1ada9cf2","forum.fiz@vistra.com"
"714af25f-798b-49b7-a49e-f6949933c4af","forum.fiz.pay@vistra.com"
"ccb11c0d-a609-476a-88f3-4764bdb3d6f4","insignis.fiz@vistra.com"
"b1351e02-bfc1-4d04-a8b4-b1c814923776","mount.fiz.pay@vistra.com"
"5c5e8304-e98e-4d9f-bfd0-9857ad3741a1","mcssalespersons@vistra.com"
"8f4ad44a-35b2-4672-83cb-f0e8e7f4c160","ipopema.fio@vistra.com"
"37b3025f-867a-4f19-bd70-a6197489e5de","raiffeisen.fio@vistra.com"
"b5214a68-d022-431b-b015-fedc8519d32e","altus.nbp@vistra.com"
"2f56ff3d-0db9-406a-af96-e872e408eff7","altus.am@vistra.com"
"ea91f5b8-b67b-4b97-adee-c051f8996c05","bps.am@vistra.com"
"379f7fd6-21d4-42a2-b8c7-f021260de5fa","moneymakers.fio@vistra.com"
"2d66a2c4-58e0-4063-b75e-e681d848378d","altus.fio@vistra.com"
"108cb9f2-feac-4bfc-9524-736c24ffe2af","raiffeisen.fio.confirmation@vistra.com"
"d1d1de39-e597-4a69-b6b5-54022b5bfd9b","altus.fio.confirmation@vistra.com"
"04a6a673-f5a9-4872-b60f-621ac4fde695","payroll.kmd@vistra.com"
"6a4186b8-fe7a-46a4-9dc9-848a42ad9889","ivanti.payroll@vistra.com"
"cf8ed462-48e8-4c63-a41b-a013393795e7","intrumpayroll@vistra.com"
"d10a1753-eb6f-481c-886e-f8f97a6e0c1f","zarzad.vfsp@vistra.com"
"dfce0a70-8a74-4bdf-8b8d-5ee0fcc7f359","emea.payroll@vistra.com"
"7e7806b8-5f53-434d-b7be-3c36a5a03bb9","hr.p3@vistra.com"
"d35d6897-2d59-4fcf-beba-4a7051a34d77","payroll.centor@vistra.com"
"082a730a-7759-45ac-8b98-0893519371be","cayman.p3.cee@vistra.com"
"0ce8d73a-81a4-49a1-9dca-321f504ef2e7","hrs.payroll@vistra.com"
"6348b7d6-8f9a-430a-a959-d8a9f9067cdb","HRSIT.payroll@vistra.com"
"f3a38d74-2799-4ea9-82ca-145ca7969a76","warsawhq.p3@vistra.com"
"d71cae6d-49a1-491c-afc2-5954ba3d12c6","europa.fundusze@vistra.com"
"ed838376-0298-4181-990d-672994440ae5","invalue.fiz@vistra.com"
"d398352f-4c20-4517-93e3-a304885adc52","tristanaccounts.cee@vistra.com"
"615b1c5d-c7c0-4082-92dd-eb9b413a259a","sfmanagers@vistra.com"
"9f626bd2-e929-46b2-82f5-145abca9f22f","symphony.payroll@vistra.com"
"e96f7391-3181-46a9-abae-3066175558d8","pay-man-poland@vistra.com"
"0c0fe997-0485-47a3-a49d-55895a0d1cd9","origin.fiz.pay@vistra.com"
"ea5b0252-e9a9-4a89-be6d-513f817bf4f0","allpoland.cee@vistra.com"
"cf56585c-4603-4598-848c-23fa7c362b73","mount.fiz@vistra.com"
"cd07761b-7e74-4987-87c0-ac5a4e46ea85","ipopema.am@vistra.com"
"ff4bc441-4dc4-4c4e-bcf1-55111f69f32a","fip.fiz@vistra.com"
"13e2d924-9442-4ffb-98ab-5d4576633df3","rockbridge.fiz@vistra.com"
"2e1ec7f6-32c0-488d-be50-cd9b2c697262","go.fiz@vistra.com"
"9a778742-8648-4fd8-8825-a2afe47e8633","we.fiz@vistra.com"
"44db30a1-2a2a-46e3-9fa6-b8c868ac067d","ipopema.am.confirmation@vistra.com"
"65a8a939-b47b-4deb-a7ec-0dcc78b6235f","agiofunds.fiz@vistra.com"
"cd7524f7-d3a9-4922-944e-a617091842f9","waterland@vistra.com"
"d445f9c3-a803-4cfa-856c-1498c80c6e71","yoozimportstatus@vistra.com"
"e3c15f4f-8a45-4263-81a9-0c1566da6ddd","yoozapistatus@vistra.com"
"41be079e-eeb4-47ba-a8fe-10ecadc45f75","hrinternal.cee@vistra.com"
"9401732d-c14d-43f8-b1eb-1bda6226bff1","integration.iai@vistra.com"
"eab693a8-a303-4ea2-a2b9-d3512f37092a","pgw_payments@vistra.com"
"0d53b9f8-b3f7-49e6-a828-8cff5f849e8e","accountingepp.cee@vistra.com"
"028854bf-ea28-40d5-9372-7787d0d4f231","payroll.iag@vistra.com"
"d928b9f3-e09a-42a1-b17a-3267845099a0","einvoices-it.cee@vistra.com"
"6ca9ed5a-3225-4eb9-a1fe-4ecada156dc0","hillwood3@vistra.com"
"ab773d6b-f9b3-4ae3-a46e-fbb65ac12f88","eques.sfio@vistra.com"
"1683cc2d-be2d-4936-97ff-bcee8f5f6e6b","invfiz.przelewy@vistra.com"
"60dfd18f-998a-4e1c-aeef-299e14ccee9b","altus.fiz.pay@vistra.com"
"cc0f4d50-4943-417c-9246-6e2941105471","agiofunds.fiz.pay@vistra.com"
"6ea97d5c-d6d0-4486-9d20-e44778fcec6f","eques.fiz.pay@vistra.com"
"6a07ebca-4101-459f-bc54-50b090514c91","aliortfi.fiz.pay@vistra.com"
"024a4cc8-955c-423d-8eb2-b2649111e6ea","ipopema.fiz.pay@vistra.com"
"a2436a83-c027-43b4-a2c1-b0d3a7614e2e","valadgroup@vistra.com"
"2d58f6fc-384b-4f7a-9a64-b4b480c589b9","group.barn@vistra.com"
"1fa570dd-4af7-4ab3-9c2e-a0ac251679e3","pradera.pcef@vistra.com"
"c23042c7-2501-4147-bcba-666a5738967e","funds.vfsp@vistra.com"
"0ee3790b-5953-4064-925c-cb7d407fd1a1","eques.fio@vistra.com"
"d8f9c8b7-d2aa-4be2-9988-dbc381ee20dd","blonie.p3@vistra.com"
"16473633-7aa5-4894-a2e2-4de0831ebec7","piotrkow.p3@vistra.com"
"7b22b413-9f5e-4cce-8240-632f3d8e2fc3","dubai@llsuk.com"
"ed09dac8-2a61-43dc-8713-6af3871f2b12","rockbridge.am@vistra.com"
"e67d11e0-7b7c-4b12-be69-5f07561b52c8","hillwood1@vistra.com"
"eb11e03d-c40f-4b29-86d3-4f48749c51db","sekretariat.vfsp@vistra.com"
"b377daa5-5d2f-45a4-b2ca-95f59d34703c","sekretariat@vistra.com"
"64ae9f08-9211-4e22-8436-eec4b2b9f9ff","emilaurlopy.vfsp@vistra.com"
"ad2dfac7-11f5-40a9-a02e-d9cdd98c6ed1","pradera.poerf@vistra.com"
"b18ab589-139c-4e31-93b0-f5c69623c332","techsoup.payroll@vistra.com"
"7fa93049-91bb-4d2f-8deb-ab87b976c676","integration.sms.pl@vistra.com"
"c9e66c40-8aaf-4c9e-84e7-820c9c8ad79c","olsen@vistra.com"
"80dcf5db-edc3-476e-a7ad-bafd1ca02f5b","yoozbulgaria@vistra.com"
"572a1e56-6c7b-4b3e-b7be-414657d68bba","bps.fiz.ta@vistra.com"
"fa7b19d2-8825-4839-b9ff-6b72e5cc54c6","clipper@vistra.com"
"898ecbb9-e99c-407e-8971-ee8bc722390b","lartiq.fiz@vistra.com"
"c1bfa5b6-26b7-4df8-a552-696bf6e40f2a","lartiq.fiz.pay@vistra.com"
"a1a643c8-fdd6-4b54-b6f8-7e74ef5bd39d","shelf.warsaw@vistra.com"
"57e9ee83-8031-49c0-ac17-43bd3f66acdf","kadry.loyalty@vistra.com"
"7d834e99-c8fb-4ce3-b86f-6e70ece50e9c","opti.fiz.pay@vistra.com"
"6067af04-32db-466e-832f-0648d536401b","columbus.invoices@vistra.com"
"1435626c-fe2f-45d8-a497-4ed3a693e2e4","gp_invoices@vistra.com"
"2506a68e-4e90-4a54-a1b6-63d7442d349f","SupervisorsEPP@vistra.com"
"c503fdfc-a5b0-4857-8da1-836155468eca","ivanti.invoices@vistra.com"
"3aa2cf9f-633a-4efd-9f6a-540c6620aba6","hillwoodconsultants@vistra.com"
"49b4167b-d90c-4c4d-b152-236b46fbd8d5","hillwoodinvoices@vistra.com"
"a93a5ccb-2151-4a72-9396-a8c2bd2031f6","justyna.bonczakiphone@vistra.com"
"c39814a1-15ec-473e-a5d2-1fe83f1ddc93","crownway_group@vistra.com"
"0ec3b0e5-667d-4c01-99ef-3429de70a4e1","bnp.fiz@vistra.com"
"1a2bf9e0-195a-4b0f-ab09-4c9669dcbba0","bnp.fio.confirmation@vistra.com"
"f7a3b9d5-9a3d-4752-9b57-df344c810b3d","bnp.fio@vistra.com"
"3271c457-c701-424d-9bb0-750c8496ebe4","nbim@vistra.com"
"059219aa-0c28-4737-849f-67731e2c3bdd","montsant@vistra.com"
"e351d4e9-1c29-4e47-b9b9-f553d52b6a68","Agiofunds.Beta@vistra.com"
"4644bccd-6dd5-4f5c-827e-da48ba3261d2","lumen.fiz@vistra.com"
"542cb0dd-2423-4b08-8a42-77abdf478847","remote.bloomberg@vistra.com"
"c2a8fdb2-90d8-4c7c-919b-686af683e274","bdm.fiz@vistra.com"
"eed4112c-6a9f-4141-b374-02032d1e0368","maximus.p3.cee@vistra.com"
"f1112f3f-b739-4a5a-ace1-69704d76422d","ivanti.romania.invoices@vistra.com"
"8545ef51-80c5-409e-8aba-a2ab003501b7","ostoja.fiz@vistra.com"
"d046cc53-4906-469b-b142-671a600fbb19","ostoja.fiz.pay@vistra.com"
"5ffec602-252a-41a7-b22b-5f4cb11fef19","yooz.default.route@vistra.com"
"bb1ea207-5037-438e-b453-110c85b0e669","HP-VistraAccounting@vistra.com"
